JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
FG	JOURNAL DES FRAIS GENERAUX	FG000000014	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00001	20180131	WILL BE FINANCIAL SERVICES	6268,89	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000014	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00001	20180131	WILL BE FINANCIAL SERVICES	0,00	7522,67	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000014	20180131	445666	TVA déductible sur ABS			F-WBFS18-00001	20180131	WILL BE FINANCIAL SERVICES	1253,78	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000015	20180131	445666	TVA déductible sur ABS			F-WBFS18-00003	20180131	WILL BE FINANCIAL SERVICES	1446,67	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000015	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00003	20180131	WILL BE FINANCIAL SERVICES	7233,35	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000015	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00003	20180131	WILL BE FINANCIAL SERVICES	0,00	8680,02	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000016	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00004	20180131	WILL BE FINANCIAL SERVICES	8729,92	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000016	20180131	445666	TVA déductible sur ABS			F-WBFS18-00004	20180131	WILL BE FINANCIAL SERVICES	1745,98	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000016	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00004	20180131	WILL BE FINANCIAL SERVICES	0,00	10475,90	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000017	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00005	20180131	WILL BE FINANCIAL SERVICES	14900,78	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000017	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00005	20180131	WILL BE FINANCIAL SERVICES	0,00	17880,94	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000017	20180131	445666	TVA déductible sur ABS			F-WBFS18-00005	20180131	WILL BE FINANCIAL SERVICES	2980,16	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000018	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00006	20180131	WILL BE FINANCIAL SERVICES	0,00	5549,26	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000018	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00006	20180131	WILL BE FINANCIAL SERVICES	4624,38	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000018	20180131	445666	TVA déductible sur ABS			F-WBFS18-00006	20180131	WILL BE FINANCIAL SERVICES	924,88	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000019	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00007	20180131	WILL BE FINANCIAL SERVICES	432,34	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000019	20180131	445666	TVA déductible sur ABS			F-WBFS18-00007	20180131	WILL BE FINANCIAL SERVICES	86,47	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000019	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00007	20180131	WILL BE FINANCIAL SERVICES	0,00	518,81	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000020	20180131	604204	Achat de prestations de services WBFS			F-WBFS18-00008	20180131	WILL BE FINANCIAL SERVICES	2161,70	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000020	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00008	20180131	WILL BE FINANCIAL SERVICES	0,00	2594,04	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000020	20180131	445666	TVA déductible sur ABS			F-WBFS18-00008	20180131	WILL BE FINANCIAL SERVICES	432,34	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000021	20180131	445666	TVA déductible sur ABS			F-WBGP18-00005	20180131	WILL BE GROUP PARTNERS	30000,00	0,00	AABL	20180727	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000021	20180131	604202	Achat de prestations de services WBGP			F-WBGP18-00005	20180131	WILL BE GROUP PARTNERS	150000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000021	20180131	401200	FOURNISSEURS GROUPE	401WBGP	WILL BE GROUP PARTNERS	F-WBGP18-00005	20180131	WILL BE GROUP PARTNERS	0,00	180000,00	AAAO	20180712	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000022	20180131	604201	Achat de prestations de services WBG			F-WBG18-00002	20180131	WILL BE GROUP	80000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000022	20180131	445666	TVA déductible sur ABS			F-WBG18-00002	20180131	WILL BE GROUP	16000,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000022	20180131	401200	FOURNISSEURS GROUPE	401WBG	WILL BE GROUP	F-WBG18-00002	20180131	WILL BE GROUP	0,00	96000,00	AAAM	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000023	20180131	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00018	20180131	WILL BE FINANCIAL SERVICES	0,00	395,27	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000023	20180131	625100	Voyages et deplacements *			F-WBFS18-00018	20180131	WILL BE FINANCIAL SERVICES	395,27	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000024	20180131	467047	NDF LISE MOUGE			NonDispo	20180131	NDF LISE MOUGE	0,00	4420,19	AAAA	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000024	20180131	625100	Voyages et deplacements *			NonDispo	20180131	NDF LISE MOUGE	4420,19	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000025	20180202	445620	TVA déductible sur immobilisations			FA180085	20180202	SMD	305,50	0,00	AAAT	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000025	20180202	218300	Materiel de bureau et informatique			FA180085	20180202	SMD	1527,50	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000025	20180202	404000	Fournisseurs d-immobilisations			FA180085	20180202	SMD	0,00	1833,00	AAAG	20180720	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000026	20180206	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	180206WB13	20180206	GLINTLE	0,00	10800,00	AAHE	20180302	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000026	20180206	622600	Honoraires			180206WB13	20180206	GLINTLE	9000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000026	20180206	445666	TVA déductible sur ABS			180206WB13	20180206	GLINTLE	1800,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000027	20180206	401000	FOURNISSEURS HORS GROUP	401024	Bouygues Telecom	11623845510218	20180206	Bouygues Telecom	0,00	29,90	AAFF	20180302	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000027	20180206	445666	TVA déductible sur ABS			11623845510218	20180206	Bouygues Telecom	4,98	0,00	AABG	20180321	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000027	20180206	626001	Frais de télécommunications			11623845510218	20180206	Bouygues Telecom	24,92	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000028	20180214	641400	Indemnites et avantages divers			2018240F013913	20180214	EDENRED	912,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000028	20180214	622100	Commissions & courtages sur achats			2018240F013913	20180214	EDENRED	10,24	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000028	20180214	401000	FOURNISSEURS HORS GROUP	401EDEN	EDENRED	2018240F013913	20180214	EDENRED	0,00	924,29	AABI	20180321	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000028	20180214	445666	TVA déductible sur ABS			2018240F013913	20180214	EDENRED	2,05	0,00	AABG	20180321	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000029	20180219	401000	FOURNISSEURS HORS GROUP	401066	AGENCE DE PARIS	AD201802F0031	20180219	AGENCE DE PARIS	0,00	1675,00	AAAA	20180302	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000029	20180219	613200	Locations immobilieres			AD201802F0031	20180219	AGENCE DE PARIS	1570,83	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000029	20180219	445666	TVA déductible sur ABS			AD201802F0031	20180219	AGENCE DE PARIS	104,17	0,00	AABG	20180321	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000030	20180228	401000	FOURNISSEURS HORS GROUP	401MOZART	MOZART CONSULTING	01H/335/WBC/2018	20180228	MOZART CONSULTING	0,00	1488,42	AAAE	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000030	20180228	625110	Voyages et deplacements			01H/335/WBC/2018	20180228	MOZART CONSULTING	200,35	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000030	20180228	604217	Achats prestations de services Mozart Consulting			01H/335/WBC/2018	20180228	MOZART CONSULTING	1040,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000030	20180228	445666	TVA déductible sur ABS			01H/335/WBC/2018	20180228	MOZART CONSULTING	248,07	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	625100	Voyages et deplacements *			FA180005	20180228	Enora Consulting	1350,06	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	625100	Voyages et deplacements *			FA180005	20180228	Enora Consulting	420,46	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	604100	Achats prestations de services hors groupe*			FA180005	20180228	Enora Consulting	12000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	604100	Achats prestations de services hors groupe*			FA180005	20180228	Enora Consulting	2000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	401000	FOURNISSEURS HORS GROUP	401ENORA	ENORA CONSULTING	FA180005	20180228	Enora Consulting	0,00	18570,52	AACX	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000031	20180228	445666	TVA déductible sur ABS			FA180005	20180228	Enora Consulting	2800,00	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000032	20180228	625110	Voyages et deplacements			NonDispo	20180228	NDF Natacha LEYMARIE	720,30	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000032	20180228	625100	Voyages et deplacements *			NonDispo	20180228	NDF Natacha LEYMARIE	1320,90	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000032	20180228	467023	NDF Natacha LEYMARIE			NonDispo	20180228	NDF Natacha LEYMARIE	0,00	2041,20	AABJ	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000033	20180228	604204	Achat de prestations de services WBFS			F-WBFS18-00025	20180228	WILL BE FINANCIAL SERVICES	6027,78	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000033	20180228	445666	TVA déductible sur ABS			F-WBFS18-00025	20180228	WILL BE FINANCIAL SERVICES	1205,56	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000033	20180228	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00025	20180228	WILL BE FINANCIAL SERVICES	0,00	7233,34	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000034	20180228	604204	Achat de prestations de services WBFS			F-WBFS18-00024	20180228	WILL BE FINANCIAL SERVICES	4822,22	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000034	20180228	445666	TVA déductible sur ABS			F-WBFS18-00024	20180228	WILL BE FINANCIAL SERVICES	964,44	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000034	20180228	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00024	20180228	WILL BE FINANCIAL SERVICES	0,00	5786,66	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000035	20180228	604204	Achat de prestations de services WBFS			F-WBFS18-00023	20180228	WILL BE FINANCIAL SERVICES	8438,91	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000035	20180228	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00023	20180228	WILL BE FINANCIAL SERVICES	0,00	10278,41	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000035	20180228	445666	TVA déductible sur ABS			F-WBFS18-00023	20180228	WILL BE FINANCIAL SERVICES	1713,07	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000035	20180228	625100	Voyages et deplacements *			F-WBFS18-00023	20180228	WILL BE FINANCIAL SERVICES	126,43	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000036	20180228	445666	TVA déductible sur ABS			F-WBFS18-00026	20180228	WILL BE FINANCIAL SERVICES	897,94	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000036	20180228	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00026	20180228	WILL BE FINANCIAL SERVICES	0,00	5387,63	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000036	20180228	604204	Achat de prestations de services WBFS			F-WBFS18-00026	20180228	WILL BE FINANCIAL SERVICES	4489,69	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000037	20180228	445666	TVA déductible sur ABS			F-WBFS18-00027	20180228	WILL BE FINANCIAL SERVICES	1438,70	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000037	20180228	604204	Achat de prestations de services WBFS			F-WBFS18-00027	20180228	WILL BE FINANCIAL SERVICES	7193,48	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000037	20180228	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00027	20180228	WILL BE FINANCIAL SERVICES	0,00	8632,18	AABC	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000038	20180228	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL18-00010	20180228	WILL BE GROUP SARL	0,00	5617,73	AAAH	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000038	20180228	604206	Achat de prestations WBG SARL			F-WBGSARL18-00010	20180228	WILL BE GROUP SARL	5617,73	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000039	20180228	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL18-00011	20180228	WILL BE GROUP SARL	0,00	648,20	AAAH	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000039	20180228	604206	Achat de prestations WBG SARL			F-WBGSARL18-00011	20180228	WILL BE GROUP SARL	648,20	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000040	20180228	604206	Achat de prestations WBG SARL			F-WBGSARL18-00012	20180228	WILL BE GROUP SARL	1944,59	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000040	20180228	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL18-00012	20180228	WILL BE GROUP SARL	0,00	1944,59	AAAH	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000041	20180228	604206	Achat de prestations WBG SARL			F-WBGSARL18-00013	20180228	WILL BE GROUP SARL	1620,49	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000041	20180228	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL18-00013	20180228	WILL BE GROUP SARL	0,00	1620,49	AAAH	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000042	20180228	622600	Honoraires			3004813	20180228	REGEC	3000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000042	20180228	401000	FOURNISSEURS HORS GROUP	401019	REGEC	3004813	20180228	REGEC	0,00	3600,00	AAED	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000042	20180228	445666	TVA déductible sur ABS			3004813	20180228	REGEC	600,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000043	20180228	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL18-00014	20180228	WILL BE GROUP SARL	0,00	1630,98	AAAH	20180411	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000043	20180228	625110	Voyages et deplacements			F-WBGSARL18-00014	20180228	WILL BE GROUP SARL	1630,98	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000044	20180228	625100	Voyages et deplacements *			NonDispo	20180228	NDF LISE MOUGE	7238,86	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000044	20180228	467047	NDF LISE MOUGE			NonDispo	20180228	NDF LISE MOUGE	0,00	7238,86	AAAA	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000045	20180301	401000	FOURNISSEURS HORS GROUP	401066	AGENCE DE PARIS	AD201802F0082	20180301	AGENCE DE PARIS	0,00	1050,00	AAAB	20180302	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000045	20180301	275100	Dépôts versés			AD201802F0082	20180301	AGENCE DE PARIS	1050,00	0,00	AAAA	20190204	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000046	20180306	626001	Frais de télécommunications			11717677970318	20180306	Bouygues Telecom	24,92	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000046	20180306	401000	FOURNISSEURS HORS GROUP	401024	Bouygues Telecom	11717677970318	20180306	Bouygues Telecom	0,00	29,90	AAFG	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000046	20180306	445666	TVA déductible sur ABS			11717677970318	20180306	Bouygues Telecom	4,98	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000047	20180307	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	FA180158	20180307	SMD	0,00	3630,00	AAHF	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000047	20180307	218300	Materiel de bureau et informatique			FA180158	20180307	SMD	1512,50	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000047	20180307	218300	Materiel de bureau et informatique			FA180158	20180307	SMD	1512,50	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000047	20180307	445620	TVA déductible sur immobilisations			FA180158	20180307	SMD	605,00	0,00	AAAT	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000048	20180308	445666	TVA déductible sur ABS			2018240F022467	20180308	EDENRED	2,84	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000048	20180308	641400	Indemnites et avantages divers			2018240F022467	20180308	EDENRED	1065,60	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000048	20180308	401000	FOURNISSEURS HORS GROUP	401EDEN	EDENRED	2018240F022467	20180308	EDENRED	0,00	1082,64	AABJ	20180321	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000048	20180308	622100	Commissions & courtages sur achats			2018240F022467	20180308	EDENRED	14,20	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000049	20180309	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	FA180165	20180309	SMD	0,00	900,00	AAHF	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000049	20180309	445666	TVA déductible sur ABS			FA180165	20180309	SMD	150,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000049	20180309	615000	Entretien et reparations			FA180165	20180309	SMD	750,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000050	20180312	445666	TVA déductible sur ABS			FA180172	20180312	SMD	18,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000050	20180312	606300	Fournit. entretien & petit equip.			FA180172	20180312	SMD	90,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000050	20180312	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	FA180172	20180312	SMD	0,00	108,00	AAHF	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000051	20180313	622600	Honoraires			180313WB16	20180313	GLINTLE	9000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000051	20180313	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	180313WB16	20180313	GLINTLE	0,00	10800,00	AAHG	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000051	20180313	445666	TVA déductible sur ABS			180313WB16	20180313	GLINTLE	1800,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000052	20180315	622100	Commissions & courtages sur achats			2018240F023716	20180315	EDENRED	7,93	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000052	20180315	641400	Indemnites et avantages divers			2018240F023716	20180315	EDENRED	144,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000052	20180315	445666	TVA déductible sur ABS			2018240F023716	20180315	EDENRED	1,59	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000052	20180315	401000	FOURNISSEURS HORS GROUP	401EDEN	EDENRED	2018240F023716	20180315	EDENRED	0,00	153,52	AABK	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000053	20180320	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	FA180182	20180320	SMD	0,00	2295,00	AAHF	20180327	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000053	20180320	445666	TVA déductible sur ABS			FA180182	20180320	SMD	80,00	0,00	AABH	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000053	20180320	615000	Entretien et reparations			FA180182	20180320	SMD	400,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000053	20180320	445620	TVA déductible sur immobilisations			FA180182	20180320	SMD	302,50	0,00	AAAT	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000053	20180320	218300	Materiel de bureau et informatique			FA180182	20180320	SMD	1512,50	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000054	20180324	401000	FOURNISSEURS HORS GROUP	401066	AGENCE DE PARIS	AD201803F0062	20180324	L'AGENCE DE PARIS	0,00	1190,00	AAAD	20190205	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000054	20180324	613200	Locations immobilieres			AD201803F0062	20180324	L'AGENCE DE PARIS	1190,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000055	20180330	625100	Voyages et deplacements *			FA180010	20180330	Enora Consulting	184,03	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000055	20180330	604100	Achats prestations de services hors groupe*			FA180010	20180330	Enora Consulting	3000,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000055	20180330	401000	FOURNISSEURS HORS GROUP	401ENORA	ENORA CONSULTING	FA180010	20180330	Enora Consulting	0,00	3820,84	AACY	20180525	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000055	20180330	445666	TVA déductible sur ABS			FA180010	20180330	Enora Consulting	636,81	0,00	AABJ	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000056	20180330	604217	Achats prestations de services Mozart Consulting			02H/340/WBC/2018	20180330	MOZART CONSULTING	8840,00	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000056	20180330	445666	TVA déductible sur ABS			02H/340/WBC/2018	20180330	MOZART CONSULTING	1952,16	0,00	AABI	20180622	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000056	20180330	625110	Voyages et deplacements			02H/340/WBC/2018	20180330	MOZART CONSULTING	920,80	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000056	20180330	401000	FOURNISSEURS HORS GROUP	401MOZART	MOZART CONSULTING	02H/340/WBC/2018	20180330	MOZART CONSULTING	0,00	11712,96	AAAE	20180503	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000057	20180331	625100	Voyages et deplacements *			NonDispo	20180331	NDF PIERRE DUBOSCLARD	676,72	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000057	20180331	467046	NDF PIERRE DUBOSCLARD			NonDispo	20180331	NDF PIERRE DUBOSCLARD	0,00	887,03	AAAL	20180718	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000057	20180331	625110	Voyages et deplacements			NonDispo	20180331	NDF PIERRE DUBOSCLARD	210,31	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000058	20180331	467047	NDF LISE MOUGE			NonDispo	20180331	NDF LISE MOUGE	0,00	3413,86	AAAB	20180720	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000058	20180331	625110	Voyages et deplacements			NonDispo	20180331	NDF LISE MOUGE	3413,86	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000059	20180331	445666	TVA déductible sur ABS			F-WBFS18-00034	20180331	WILL BE FINANCIAL SERVICES	299,31	0,00	AABK	20180719	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000059	20180331	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS18-00034	20180331	WILL BE FINANCIAL SERVICES	0,00	1795,88	AABD	20180712	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000059	20180331	604204	Achat de prestations de services WBFS			F-WBFS18-00034	20180331	WILL BE FINANCIAL SERVICES	1496,57	0,00			20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000060	20180331	445666	TVA déductible sur ABS			F-WBFS18-00035	20180331	WILL BE FINANCIAL SERVICES	1097,48	0,00	AABK	20180719	20191028		
FG	JOURNAL DES FRAIS GENERAUX	FG000000060	20180331	604204	Achat de prestations de services WBFS			F-WBFS18-00035	20180331	WILL BE FINANCIAL SERVICES	5487,39	0,00			20191028		
